source_id,robot_id,related_entity_type,related_entity_id,source_type,source_name,source_url,information_type,retrieved_date,verification_status,notes
SRC-0137,ROBOT-0046,robot,ROBOT-0046,official_product,Official product/company page,https://yonbo.ai/products/yonbo-x1,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0138,ROBOT-0046,robot,ROBOT-0046,official_spec,Official details/spec source,https://www.prnewswire.com/news-releases/x-origin-ai-introduces-yonbo-the-next-gen-ai-companion-robot-designed-for-families-302469293.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0139,ROBOT-0047,robot,ROBOT-0047,official_product,Official product/company page,https://www.withmirumi.com/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0140,ROBOT-0047,robot,ROBOT-0047,official_spec,Official details/spec source,https://store-jp.mirumi.tokyo/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0141,ROBOT-0048,robot,ROBOT-0048,official_product,Official product/company page,https://www.zeroth0.com/products/m1,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0142,ROBOT-0048,robot,ROBOT-0048,official_spec,Official details/spec source,https://www.prnewswire.com/news-releases/zeroth-robotics-launches-into-the-us-with-debut-lineup-of-interactive-ai-robots-for-consumer-and-commercial-buyers-302652162.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0143,ROBOT-0018,robot,ROBOT-0018,official_product,Official product/company page,https://ludensai.com/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0144,ROBOT-0018,robot,ROBOT-0018,official_spec,Official details/spec source,https://ludensai.com/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0145,ROBOT-0033,price,PRICE-0001,official_vendor,Official vendor listing,https://www.koibot.online/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for reference retail price capture.
SRC-0146,ROBOT-0038,price,PRICE-0002,official_vendor,Official vendor listing,https://electronics.sony.com/more/aibo/p/ers1000,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for MSRP capture.
SRC-0147,ROBOT-0039,price,PRICE-0003,official_vendor,Official vendor listing,https://www.switch-bot.com/products/katafriends,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for product price capture.
SRC-0148,ROBOT-0046,price,PRICE-0004,official_vendor,Official vendor listing,https://yonbo.ai/products/yonbo-x1,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for product price capture.
SRC-0149,ROBOT-0047,price,PRICE-0005,official_vendor,Official vendor listing,https://store-jp.mirumi.tokyo/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for product price capture.
SRC-0150,ROBOT-0035,price,PRICE-0006,official_vendor,Official vendor listing,https://www.fuzozo.net/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for product price capture.
SRC-0151,ROBOT-0034,price,PRICE-0007,official_vendor,Official vendor listing,https://www.rhem.ai/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for reservation price capture.
SRC-0152,ROBOT-0048,price,PRICE-0008,official_vendor,Official vendor listing,https://www.zeroth0.com/products/m1,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for product price capture.
SRC-0153,ROBOT-0040,price,PRICE-0009,official_vendor,Official vendor listing,https://tombot.com/pages/meet-our-puppies,price,2026-08-11,PARTIALLY_VERIFIED,Official listing indicates waitlist and pricing on-contact flow.
SRC-0154,ROBOT-0018,price,PRICE-0010,official_vendor,Official vendor listing,https://ludensai.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing confirms product presence without public price.
SRC-0155,ROBOT-0042,price,PRICE-0011,official_vendor,Official vendor listing,https://www.tuya.com/news-details/tuya-smart-launches-aura-an-ai-companion-robot-designed-for-pets-Kf9m2gpnsxudc,price,2026-08-11,PARTIALLY_VERIFIED,Official launch announcement used for pricing status capture.
SRC-0156,ROBOT-0041,price,PRICE-0012,official_vendor,Official vendor listing,https://takway.ai/,price,2026-08-11,PARTIALLY_VERIFIED,Official page confirms campaign path without fixed MSRP.
SRC-0157,ROBOT-0006,price,PRICE-0013,official_vendor,Official vendor listing,https://store.enabot.com/products/ebo-x-familybot,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for price and stock/shipping status capture.
SRC-0158,ROBOT-0007,price,PRICE-0014,official_vendor,Official vendor listing,https://store.enabot.com/products/ebo-max-familybot,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for price and stock/shipping status capture.
SRC-0159,ROBOT-0008,price,PRICE-0015,official_vendor,Official vendor listing,https://store.enabot.com/products/ebo-mini-sport-familybot,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for price and stock/shipping status capture.
SRC-0160,ROBOT-0015,price,PRICE-0016,official_vendor,Official vendor listing,https://keyirobot.com/products/deskmate,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for product price capture.
SRC-0161,ROBOT-0024,price,PRICE-0017,official_vendor,Official vendor listing,https://miko.ai/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for Miko 3 price capture.
SRC-0162,ROBOT-0025,price,PRICE-0018,official_vendor,Official vendor listing,https://miko.ai/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for Miko Mini price capture.
SRC-0163,ROBOT-0028,price,PRICE-0019,official_vendor,Official vendor listing,https://ollobot.com/products/ollo-bot,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for product price and worldwide shipping status capture.
SRC-0164,ROBOT-0030,price,PRICE-0020,official_vendor,Official vendor listing,https://pollen-robotics.com/reachy-mini/,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for base model price capture.
SRC-0165,ROBOT-0029,price,PRICE-0021,official_vendor,Official vendor listing,https://www.padbot.com/padbot-kids-robot-t2.html,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for quote-only pricing status capture.
SRC-0166,ROBOT-0027,price,PRICE-0022,official_vendor,Official vendor listing,https://www.mistyrobotics.com/misty-ii,price,2026-08-11,PARTIALLY_VERIFIED,Official listing used for no-public-price status capture.
SRC-0167,ROBOT-0001,price,PRICE-0023,official_vendor,Official vendor listing,http://www.parorobots.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0168,ROBOT-0002,price,PRICE-0024,official_vendor,Official vendor listing,https://andromedarobotics.ai/product,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0169,ROBOT-0003,price,PRICE-0025,official_vendor,Official vendor listing,https://press.asus.com/news/press-releases/asus-computex-2026-agentic-ai-robots-kairo-maestro/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0170,ROBOT-0004,price,PRICE-0026,official_vendor,Official vendor listing,https://www.casio.com/us/moflin/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0171,ROBOT-0005,price,PRICE-0027,official_vendor,Official vendor listing,https://www.ecovacs.com/us/famibot-ai-companion-robot,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0172,ROBOT-0009,price,PRICE-0028,official_vendor,Official vendor listing,https://gogobot.io/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0173,ROBOT-0010,price,PRICE-0029,official_vendor,Official vendor listing,https://lovot.life/en/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0174,ROBOT-0011,price,PRICE-0030,official_vendor,Official vendor listing,https://hugbibi.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0175,ROBOT-0012,price,PRICE-0031,official_vendor,Official vendor listing,https://insbotics.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0176,ROBOT-0013,price,PRICE-0032,official_vendor,Official vendor listing,https://www.elliq.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0177,ROBOT-0014,price,PRICE-0033,official_vendor,Official vendor listing,https://keyirobot.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0178,ROBOT-0016,price,PRICE-0034,official_vendor,Official vendor listing,https://www.prnewswire.com/news-releases/lepro-unveils-lepro-ami-at-ces-2026-a-desktop-ai-companion-that-feels-in-the-room-302652207.html,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0179,ROBOT-0017,price,PRICE-0035,official_vendor,Official vendor listing,https://ludensai.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0180,ROBOT-0019,price,PRICE-0036,official_vendor,Official vendor listing,https://luvbotics.com/homepage/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0181,ROBOT-0020,price,PRICE-0037,official_vendor,Official vendor listing,https://docs.m5stack.com/en/StackChan,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0182,ROBOT-0021,price,PRICE-0038,official_vendor,Official vendor listing,https://support.magiclab.top/en/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0183,ROBOT-0022,price,PRICE-0039,official_vendor,Official vendor listing,https://web.wxbionics.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0184,ROBOT-0023,price,PRICE-0040,official_vendor,Official vendor listing,https://www.bosch-presse.de/pressportal/de/media/dam_images/pi9519/kuri_product_1sheet.pdf,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for end-of-sale status capture.
SRC-0185,ROBOT-0026,price,PRICE-0041,official_vendor,Official vendor listing,https://romi.ai/lp/lacatan/en/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0186,ROBOT-0031,price,PRICE-0042,official_vendor,Official vendor listing,https://www.primebot.cn/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0187,ROBOT-0032,price,PRICE-0043,official_vendor,Official vendor listing,https://realbotix.ai/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0188,ROBOT-0036,price,PRICE-0044,official_vendor,Official vendor listing,https://news.samsung.com/us/samsung-ballie-ai-companion-robot-home-video-ces-2024,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0189,ROBOT-0037,price,PRICE-0045,official_vendor,Official vendor listing,https://poketomo.com/en/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0190,ROBOT-0043,price,PRICE-0046,official_vendor,Official vendor listing,https://www.ubtrobot.com/en/consumer/humanoid-robots/alpha-series/alpha-mini,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0191,ROBOT-0044,price,PRICE-0047,official_vendor,Official vendor listing,https://news.uestc.edu.cn/info/1007/39358.htm,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0192,ROBOT-0045,price,PRICE-0048,official_vendor,Official vendor listing,https://github.com/will-cogley/Coglet,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0193,ROBOT-0023,robot,ROBOT-0023,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,Cross-indexed from robotsguide social category (Kuri).
SRC-0194,ROBOT-0038,robot,ROBOT-0038,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,Cross-indexed from robotsguide social category (Aibo).
SRC-0195,ROBOT-0049,robot,ROBOT-0049,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,IMPORTED from candidate_id=CAND-0055
SRC-0196,ROBOT-0050,robot,ROBOT-0050,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,IMPORTED from candidate_id=CAND-0056
SRC-0197,ROBOT-0051,robot,ROBOT-0051,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,IMPORTED from candidate_id=CAND-0058
SRC-0198,ROBOT-0052,robot,ROBOT-0052,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,IMPORTED from candidate_id=CAND-0059
SRC-0199,ROBOT-0053,robot,ROBOT-0053,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,IMPORTED from candidate_id=CAND-0060
SRC-0200,ROBOT-0054,robot,ROBOT-0054,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,IMPORTED from candidate_id=CAND-0061
SRC-0201,ROBOT-0055,robot,ROBOT-0055,robot_database,robotsguide Social,https://robotsguide.com/robots/category/social,identity,2026-08-11,UNVERIFIED,IMPORTED from candidate_id=CAND-0062
SRC-0202,ROBOT-0049,robot,ROBOT-0049,official_product,Official product/company page,https://www.myjibo.com/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0203,ROBOT-0049,robot,ROBOT-0049,official_spec,Official details/spec source,https://www.prnewswire.com/news-releases/meet-jibo-your-new-best-friend-introducing-the-first-social-robot-for-the-home-300542856.html,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0204,ROBOT-0050,robot,ROBOT-0050,official_product,Official product/company page,https://beatbots.net/keepon-pro,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0205,ROBOT-0050,robot,ROBOT-0050,official_spec,Official details/spec source,https://beatbots.net/keepon-pro,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0206,ROBOT-0051,robot,ROBOT-0051,official_product,Official product/company page,https://enchanted.tools/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0207,ROBOT-0051,robot,ROBOT-0051,official_spec,Official details/spec source,https://enchanted.tools/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0208,ROBOT-0052,robot,ROBOT-0052,official_product,Official product/company page,https://maxtronics.com/en/nao6/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0209,ROBOT-0052,robot,ROBOT-0052,official_spec,Official details/spec source,https://maxtronics.com/en/nao6/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0210,ROBOT-0053,robot,ROBOT-0053,official_product,Official product/company page,https://www.softbank.jp/en/robot/,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0211,ROBOT-0053,robot,ROBOT-0053,official_spec,Official details/spec source,https://www.softbank.jp/en/robot/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0212,ROBOT-0054,robot,ROBOT-0054,official_product,Official product/company page,https://globalstore.ux-xu.com/products/qoobo,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0213,ROBOT-0054,robot,ROBOT-0054,official_spec,Official details/spec source,https://qoobo.info/index/,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0214,ROBOT-0055,robot,ROBOT-0055,official_product,Official product/company page,https://anki.bot/pages/meet-vector,identity,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official source for identity/product info.
SRC-0215,ROBOT-0055,robot,ROBOT-0055,official_spec,Official details/spec source,https://anki.bot/pages/aware,spec,2026-08-11,PARTIALLY_VERIFIED,VERIFIED official details/spec page available at this stage.
SRC-0216,ROBOT-0049,price,PRICE-0049,official_vendor,Official vendor listing,https://www.myjibo.com/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0217,ROBOT-0050,price,PRICE-0050,official_vendor,Official vendor listing,https://beatbots.net/keepon-pro,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0218,ROBOT-0051,price,PRICE-0051,official_vendor,Official vendor listing,https://enchanted.tools/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0219,ROBOT-0052,price,PRICE-0052,official_vendor,Official vendor listing,https://maxtronics.com/en/nao6/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0220,ROBOT-0053,price,PRICE-0053,official_vendor,Official vendor listing,https://www.softbank.jp/en/robot/,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0221,ROBOT-0054,price,PRICE-0054,official_vendor,Official vendor listing,https://globalstore.ux-xu.com/products/qoobo,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0222,ROBOT-0055,price,PRICE-0055,official_vendor,Official vendor listing,https://anki.bot/pages/meet-vector,price,2026-08-11,PARTIALLY_VERIFIED,Official source checked for pricing status capture.
SRC-0223,ROBOT-0052,study,STUDY-0001,paper,Peer-reviewed paper,https://doi.org/10.3390/jcm14113735,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0224,ROBOT-0052,study,STUDY-0002,paper,Peer-reviewed paper,https://doi.org/10.3390/robotics15040066,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0225,ROBOT-0001,study,STUDY-0003,paper,Peer-reviewed paper,https://doi.org/10.12740/PP/OnlineFirst/188053,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0226,ROBOT-0038,study,STUDY-0004,paper,Peer-reviewed paper,https://doi.org/10.1007/s00431-021-04285-8,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0227,ROBOT-0053,study,STUDY-0005,paper,Peer-reviewed paper,https://doi.org/10.1016/j.pedhc.2025.01.010,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0228,ROBOT-0049,study,STUDY-0006,paper,Peer-reviewed paper,https://doi.org/10.3389/frobt.2021.673730,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0229,ROBOT-0050,study,STUDY-0007,paper,Peer-reviewed paper,https://doi.org/10.1109/ROMAN.2007.4415155,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0230,ROBOT-0050,study,STUDY-0008,paper,Peer-reviewed paper,https://doi.org/10.1016/S0079-6123(07)64021-7,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0231,ROBOT-0038,study,STUDY-0009,paper,Peer-reviewed paper,https://doi.org/10.2752/175303708X332053,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0232,ROBOT-0053,study,STUDY-0010,paper,Peer-reviewed paper,https://doi.org/10.1007/978-981-99-8718-4_2,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0233,ROBOT-0055,study,STUDY-0011,paper,Peer-reviewed paper,https://doi.org/10.1145/3434073.3444665,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0234,ROBOT-0027,study,STUDY-0012,paper,Peer-reviewed paper,https://doi.org/10.1145/3585088.3589358,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0235,ROBOT-0027,study,STUDY-0013,paper,Peer-reviewed paper,https://doi.org/10.1038/s41598-025-27476-x,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0236,ROBOT-0024,study,STUDY-0014,paper,Peer-reviewed paper,https://doi.org/10.1109/JIOT.2021.3097592,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0237,ROBOT-0014,study,STUDY-0015,paper,Peer-reviewed paper,https://doi.org/10.1007/978-3-032-31048-4_4,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0238,ROBOT-0052,study,STUDY-0016,paper,Peer-reviewed paper,https://doi.org/10.1007/s12369-017-0402-2,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0239,ROBOT-0053,study,STUDY-0017,paper,Peer-reviewed paper,https://doi.org/10.3390/technologies12110209,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0240,ROBOT-0052,study,STUDY-0018,paper,Peer-reviewed paper,https://doi.org/10.3389/fpsyg.2020.02011,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0241,ROBOT-0038,study,STUDY-0019,paper,Peer-reviewed paper,https://doi.org/10.1145/985921.986087,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0242,ROBOT-0049,study,STUDY-0020,paper,Peer-reviewed paper,https://doi.org/10.1121/10.0034195,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0243,ROBOT-0001,study,STUDY-0021,other,Clinical trial registry,https://clinicaltrials.gov/study/NCT05075395,study,2026-08-11,PARTIALLY_VERIFIED,Clinical trial registry entry captured for pediatric ICU feasibility study.
SRC-0244,ROBOT-0001,study,STUDY-0022,other,Clinical trial registry,https://clinicaltrials.gov/study/NCT05275543,study,2026-08-11,PARTIALLY_VERIFIED,Clinical trial registry entry captured for inpatient pediatric rehabilitation trial.
SRC-0245,ROBOT-0038,study,STUDY-0023,paper,Peer-reviewed paper,https://doi.org/10.1075/is.7.3.13kah,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0246,ROBOT-0049,study,STUDY-0024,paper,Peer-reviewed paper,https://doi.org/10.1145/3527927.3532793,study,2026-08-11,PARTIALLY_VERIFIED,Study metadata and outcomes captured from DOI landing and abstract text.
SRC-0247,ROBOT-0052,study,STUDY-0025,other,Clinical trial registry,https://clinicaltrials.gov/study/NCT06805916,study,2026-08-11,PARTIALLY_VERIFIED,Clinical trial registry entry captured for NAO-assisted ASD trial.
SRC-0248,ROBOT-0001,study,STUDY-0026,other,Clinical trial registry,https://clinicaltrials.gov/study/NCT07299006,study,2026-08-11,PARTIALLY_VERIFIED,Clinical trial registry entry captured for pediatric procedural pain trial.
